"","x"
"1870","58355"
"1871","50244"
"1872","50484"
"1873","52353"
"1874","50277"
"1875","21074"
"1876","04224"
"1877","04253"
"1878","95728"
"1879","94514"
"1880","93562"
"1881","11701"
"1882","92401"
"1883","90201"
"1884","31795"
"1885","31050"
"1886","31532"
"1887","30527"
"1888","50155"
"1889","50071"
"1890","51248"
"1891","52553"
"1892","62046"
"1893","11514"
"1894","51431"
"1895","04049"
"1896","04957"
"1897","04088"
"1898","01775"
"1899","91790"
"1900","95323"
"1901","95652"
"1902","96034"
"1903","93954"
"1904","14627"
"1905","31094"
"1906","96792"
"1907","50020"
"1908","50003"
"1909","50044"
"1910","21779"
"1911","20606"
"1912","02421"
"1913","02062"
"1914","48428"
"1915","13211"
"1916","94538"
"1917","80919"
"1918","80222"
"1919","80911"
"1920","81330"
"1921","96710"
"1922","96791"
"1923","50207"
"1924","50675"
"1925","52214"
"1926","14893"
"1927","50056"
"1928","49321"
"1929","48858"
"1930","01520"
"1931","01610"
"1932","81126"
"1933","80929"
"1934","80644"
"1935","83425"
"1936","96752"
"1937","14112"
"1938","96783"
"1939","67054"
"1940","66738"
"1941","66952"
"1942","02341"
"1943","48917"
"1944","01238"
"1945","48105"
"1946","80443"
"1947","06469"
"1948","74546"
"1949","06423"
"1950","96816"
"1951","96705"
"1952","60124"
"1953","61049"
"1954","60142"
"1955","66086"
"1956","67301"
"1957","66860"
"1958","48632"
"1959","97625"
"1960","48747"
"1961","48103"
"1962","06750"
"1963","06259"
"1964","06032"
"1965","06515"
"1966","06518"
"1967","60480"
"1968","61928"
"1969","62079"
"1970","97638"
"1971","62664"
"1972","61320"
"1973","67210"
"1974","66938"
"1975","66865"
"1976","67581"
"1977","99720"
"1978","99550"
"1979","72526"
"1980","72411"
"1981","97541"
"1982","32808"
"1983","34461"
"1984","20008"
"1985","34797"
"1986","33319"
"1987","62935"
"1988","62469"
"1989","61109"
"1990","40245"
"1991","41030"
"1992","97039"
"1993","72390"
"1994","72023"
"1995","34117"
"1996","34293"
"1997","34772"
"1998","62016"
"1999","61443"
"2000","62097"
"2001","42368"
"2002","41739"
"2003","60141"
"2004","97128"
"2005","72904"
"2006","72125"
"2007","72663"
"2008","72036"
"2009","06489"
"2010","06033"
"2011","33597"
"2012","62851"
"2013","62442"
"2014","60193"
"2015","74468"
"2016","42441"
"2017","40328"
"2018","72102"
"2019","72443"
"2020","72832"
"2021","32827"
"2022","32563"
"2023","32466"
"2024","33185"
"2025","33403"
"2026","15454"
"2027","33944"
"2028","62539"
"2029","61460"
"2030","61230"
"2031","61472"
"2032","61416"
"2033","47368"
"2034","40346"
"2035","67111"
"2036","41204"
"2037","19442"
"2038","40203"
"2039","90250"
"2040","92503"
"2041","94951"
"2042","33167"
"2043","34997"
"2044","30558"
"2045","46953"
"2046","46036"
"2047","47432"
"2048","15142"
"2049","42458"
"2050","41604"
"2051","41642"
"2052","40863"
"2053","70586"
"2054","70065"
"2055","17048"
"2056","16156"
"2057","15233"
"2058","15954"
"2059","17748"
"2060","45115"
"2061","56118"
"2062","55353"
"2063","56449"
"2064","10980"
"2065","12589"
"2066","11414"
"2067","12160"
"2068","58054"
"2069","28617"
"2070","17222"
"2071","43206"
"2072","43432"
"2073","44613"
"2074","44443"
"2075","45652"
"2076","44138"
"2077","56667"
"2078","56544"
"2079","38762"
"2080","12936"
"2081","18079"
"2082","11203"
"2083","11949"
"2084","14626"
"2085","10473"
"2086","45177"
"2087","58016"
"2088","12824"
"2089","14204"
"2090","45773"
"2091","37138"
"2092","17934"
"2093","38390"
"2094","56660"
"2095","38771"
"2096","12451"
"2097","14837"
"2098","13424"
"2099","12406"
"2100","10606"
"2101","12067"
"2102","16504"
"2103","17005"
"2104","19038"
"2105","02906"
"2106","29617"
"2107","38721"
"2108","39217"
"2109","38759"
"2110","64480"
"2111","63134"
"2112","10518"
"2113","13030"
"2114","62947"
"2115","16151"
"2116","12842"
"2117","12496"
"2118","14731"
"2119","12442"
"2120","29505"
"2121","16255"
"2122","15217"
"2123","65774"
"2124","64637"
"2125","39772"
"2126","16333"
"2127","14103"
"2128","14427"
"2129","12472"
"2130","10923"
"2131","12474"
"2132","12781"
"2133","45775"
"2134","45135"
"2135","16334"
"2136","29826"
"2137","45838"
"2138","29834"
"2139","29229"
"2140","15363"
"2141","38952"
"2142","02888"
"2143","64036"
"2144","11756"
"2145","59485"
"2146","65255"
"2147","59312"
"2148","45330"
"2149","68044"
"2150","74026"
"2151","43005"
"2152","73078"
"2153","73647"
"2154","74646"
"2155","43332"
"2156","29726"
"2157","57266"
"2158","29205"
"2159","45618"
"2160","63862"
"2161","65755"
"2162","63557"
"2163","65680"
"2164","59932"
"2165","02825"
"2166","73544"
"2167","97305"
"2168","29129"
"2169","29166"
"2170","43925"
"2171","64771"
"2172","63079"
"2173","64084"
"2174","63739"
"2175","59028"
"2176","28091"
"2177","74451"
"2178","73072"
"2179","74106"
"2180","57355"
"2181","15432"
"2182","29929"
"2183","57537"
"2184","64861"
"2185","63876"
"2186","64658"
"2187","63303"
"2188","13775"
"2189","27713"
"2190","44306"
"2191","73057"
"2192","29125"
"2193","97401"
"2194","16053"
"2195","97722"
"2196","85379"
"2197","49230"
"2198","49503"
"2199","48091"
"2200","49632"
"2201","65333"
"2202","03837"
"2203","29331"
"2204","08827"
"2205","14145"
"2206","12031"
"2207","12817"
"2208","13219"
"2209","11581"
"2210","18342"
"2211","97327"
"2212","15450"
"2213","49091"
"2214","29554"
"2215","48659"
"2216","68834"
"2217","07435"
"2218","89701"
"2219","27536"
"2220","12210"
"2221","12175"
"2222","12918"
"2223","16933"
"2224","17082"
"2225","20017"
"2226","61471"
"2227","19536"
"2228","49751"
"2229","48602"
"2230","55449"
"2231","08720"
"2232","07933"
"2233","68733"
"2234","03812"
"2235","68445"
"2236","03254"
"2237","13302"
"2238","57799"
"2239","28032"
"2240","27849"
"2241","17509"
"2242","19446"
"2243","16360"
"2244","55331"
"2245","56252"
"2246","55079"
"2247","55011"
"2248","68649"
"2249","29056"
"2250","03227"
"2251","68111"
"2252","03303"
"2253","08230"
"2254","28635"
"2255","28137"
"2256","43605"
"2257","15237"
"2258","16801"
"2259","15461"
"2260","29620"
"2261","55110"
"2262","56477"
"2263","56377"
"2264","07106"
"2265","68660"
"2266","69145"
"2267","68152"
"2268","58756"
"2269","44708"
"2270","58626"
"2271","57358"
"2272","17547"
"2273","18078"
"2274","19310"
"2275","56072"
"2276","56320"
"2277","48137"
"2278","03746"
"2279","07921"
"2280","08326"
"2281","87416"
"2282","57439"
"2283","07666"
"2284","07652"
"2285","07112"
"2286","07417"
"2287","88421"
"2288","58067"
"2289","43713"
"2290","58566"
"2291","16803"
"2292","15639"
"2293","57461"
"2294","15090"
"2295","56145"
"2296","56160"
"2297","55752"
"2298","56009"
"2299","88314"
"2300","07042"
"2301","29577"
"2302","87062"
"2303","87107"
"2304","38472"
"2305","58524"
"2306","43930"
"2307","58227"
"2308","45338"
"2309","58241"
"2310","16840"
"2311","15413"
"2312","15330"
"2313","15521"
"2314","22534"
"2315","37616"
"2316","05156"
"2317","22625"
"2318","05148"
"2319","05401"
"2320","05489"
"2321","05474"
"2322","63433"
"2323","58077"
"2324","45303"
"2325","07057"
"2326","37726"
"2327","07032"
"2328","76579"
"2329","75154"
"2330","78222"
"2331","77511"
"2332","23111"
"2333","05255"
"2334","05454"
"2335","05663"
"2336","84340"
"2337","61057"
"2338","37243"
"2339","07086"
"2340","97909"
"2341","17538"
"2342","36542"
"2343","79759"
"2344","76112"
"2345","77498"
"2346","79766"
"2347","24526"
"2348","84040"
"2349","38077"
"2350","05677"
"2351","05065"
"2352","05355"
"2353","78536"
"2354","82714"
"2355","82440"
"2356","82630"
"2357","76858"
"2358","78596"
"2359","75230"
"2360","19477"
"2361","23844"
"2362","05483"
"2363","84635"
"2364","83122"
"2365","05358"
"2366","05742"
"2367","05767"
"2368","54513"
"2369","51006"
"2370","02081"
"2371","15625"
"2372","04910"
"2373","50833"
"2374","77406"
"2375","76566"
"2376","05091"
"2377","22469"
"2378","23138"
"2379","22610"
"2380","67621"
"2381","04741"
"2382","19103"
"2383","25174"
"2384","24719"
"2385","76483"
"2386","24729"
"2387","77306"
"2388","76058"
"2389","78370"
"2390","98108"
"2391","98188"
"2392","05486"
"2393","15348"
"2394","24555"
"2395","53555"
"2396","82412"
"2397","26638"
"2398","26631"
"2399","32053"
"2400","14026"
"2401","04435"
"2402","44874"
"2403","79563"
"2404","15075"
"2405","75759"
"2406","76645"
"2407","75413"
"2408","79410"
"2409","78145"
"2410","98938"
"2411","98565"
"2412","98203"
"2413","98364"
"2414","98311"
"2415","15638"
"2416","98444"
"2417","54730"
"2418","96029"
"2419","21541"
"2420","28660"
"2421","75468"
"2422","78558"
"2423","75062"
"2424","77075"
"2425","23039"
"2426","17822"
"2427","98844"
"2428","53508"
"2429","54822"
"2430","05660"
"2431","02893"
"2432","38552"
"2433","75433"
"2434","79229"
"2435","22039"
"2436","05739"
"2437","77833"
"2438","25827"
"2439","30344"
"2440","54631"
"2441","54911"
"2442","29911"
"2443","05340"
"2444","73564"
"2445","84621"
"2446","79357"
"2447","75438"
"2448","47265"
"2449","76523"
"2450","78344"
"2451","24970"
"2452","25206"
"2453","53048"
"2454","32062"
"2455","71968"
"2456","17302"
"2457","77664"
"2458","75701"
"2459","78113"
"2460","79339"
"2461","24925"
"2462","25437"
"2463","54169"
"2464","53546"
"2465","05828"
"2466","05086"
"2467","38476"
"2468","37072"
"2469","75640"
"2470","76354"
"2471","75785"
"2472","76856"
"2473","98834"
"2474","25611"
"2475","25005"
"2476","05408"
"2477","53177"
"2478","05061"
"2479","54489"
"2480","53005"
"2481","57634"
"2482","78383"
"2483","57058"
"2484","57040"
"2485","20111"
"2486","22980"
"2487","23510"
"2488","25019"
"2489","25444"
"2490","99135"
"2491","84320"
"2492","05404"
"2493","75390"
"2494","05495"
"2495","05868"
"2496","37756"
"2497","38560"
"2498","84715"
"2499","22025"
"2500","25634"
"2501","25512"
"2502","82635"
"2503","06704"
"2504","77012"
"2505","82945"
"2506","06614"
"2507","15442"
"2508","15436"
"2509","17721"
"2510","15611"
"2511","15759"
"2512","22572"
"2513","26133"
"2514","25875"
"2515","79244"
"2516","05444"
"2517","54556"
"2518","53961"
"2519","15747"
"2520","16622"
"2521","15729"
"2522","19008"
"2523","79925"
"2524","24124"
"2525","79225"
"2526","76661"
"2527","05778"
"2528","84744"
"2529","84304"
"2530","59867"
"2531","19733"
"2532","04226"
"2533","59026"
"2534","72539"
"2535","72227"
"2536","72179"
"2537","78070"
"2538","71677"
"2539","96136"
"2540","94548"
"2541","30736"
"2542","21838"
"2543","48001"
"2544","13080"
"2545","06390"
"2546","72561"
"2547","71722"
"2548","75563"
"2549","91321"
"2550","30541"
"2551","50514"
"2552","62982"
"2553","55033"
"2554","49437"
"2555","58249"
"2556","98683"
"2557","44430"
"2558","92236"
"2559","47017"
"2560","75654"
"2561","95250"
"2562","93625"
"2563","96129"
"2564","30041"
"2565","62024"
"2566","48601"
"2567","48371"
"2568","49038"
"2569","01984"
"2570","74445"
"2571","75803"
"2572","43822"
"2573","90061"
"2574","92870"
"2575","93654"
"2576","92253"
"2577","62355"
"2578","33525"
"2579","60401"
"2580","48465"
"2581","03865"
"2582","75482"
"2583","49534"
"2584","48168"
"2585","23602"
"2586","45238"
"2587","44119"
"2588","05775"
"2589","72471"
"2590","93003"
"2591","90241"
"2592","92507"
"2593","78880"
"2594","06374"
"2595","32835"
"2596","04677"
"2597","83286"
"2598","04110"
"2599","27288"
"2600","58102"
"2601","56156"
"2602","05001"
"2603","73055"
"2604","79908"
"2605","74946"
"2606","92325"
"2607","93065"
"2608","93505"
"2609","61065"
"2610","04735"
"2611","62439"
"2612","68039"
"2613","28584"
"2614","53181"
"2615","78363"
"2616","17327"
"2617","17363"
"2618","90240"
"2619","94542"
"2620","92585"
"2621","90065"
"2622","93703"
"2623","95562"
"2624","04609"
"2625","60953"
"2626","75936"
"2627","67003"
"2628","56048"
"2629","14858"
"2630","08750"
"2631","18249"
"2632","17225"
"2633","53070"
"2634","90006"
"2635","90012"
"2636","96016"
"2637","77625"
"2638","90014"
"2639","95925"
"2640","83803"
"2641","02093"
"2642","02762"
"2643","52555"
"2644","08311"
"2645","03076"
"2646","68114"
"2647","87112"
"2648","76825"
"2649","03447"
"2650","73531"
"2651","16865"
"2652","26541"
"2653","93012"
"2654","93219"
"2655","96093"
"2656","60901"
"2657","51347"
"2658","01566"
"2659","78703"
"2660","03902"
"2661","45167"
"2662","63736"
"2663","44140"
"2664","98248"
"2665","99019"
"2666","17830"
"2667","37415"
"2668","36584"
"2669","71635"
"2670","47528"
"2671","79738"
"2672","95488"
"2673","94015"
"2674","20854"
"2675","47150"
"2676","67342"
"2677","44004"
"2678","58542"
"2679","68746"
"2680","98278"
"2681","35044"
"2682","79505"
"2683","35135"
"2684","36038"
"2685","06460"
"2686","06615"
"2687","19975"
"2688","95315"
"2689","06320"
"2690","61615"
"2691","21875"
"2692","56756"
"2693","24184"
"2694","04106"
"2695","64442"
"2696","55303"
"2697","11764"
"2698","35747"
"2699","36322"
"2700","93212"
"2701","92882"
"2702","19938"
"2703","55026"
"2704","23043"
"2705","04578"
"2706","39553"
"2707","04915"
"2708","29707"
"2709","29915"
"2710","12592"
"2711","18337"
"2712","16929"
"2713","06443"
"2714","94607"
"2715","24380"
"2716","72769"
"2717","85086"
"2718","71007"
"2719","04037"
"2720","49675"
"2721","01590"
"2722","02152"
"2723","57770"
"2724","08080"
"2725","35080"
"2726","23890"
"2727","35618"
"2728","99750"
"2729","99626"
"2730","33606"
"2731","33762"
"2732","31626"
"2733","32311"
"2734","20776"
"2735","69168"
"2736","49955"
"2737","23460"
"2738","48622"
"2739","19350"
"2740","02840"
"2741","15059"
"2742","36024"
"2743","15037"
"2744","85225"
"2745","80504"
"2746","30809"
"2747","64856"
"2748","98045"
"2749","21629"
"2750","08691"
"2751","15377"
"2752","85022"
"2753","85268"
"2754","99554"
"2755","72745"
"2756","72442"
"2757","30708"
"2758","33031"
"2759","98294"
"2760","19956"
"2761","20020"
"2762","01340"
"2763","04444"
"2764","04011"
"2765","04287"
"2766","16435"
"2767","37743"
"2768","14546"
"2769","14889"
"2770","99037"
"2771","13144"
"2772","72065"
"2773","72933"
"2774","85135"
"2775","47537"
"2776","46161"
"2777","46070"
"2778","46938"
"2779","46017"
"2780","71411"
"2781","50163"
"2782","99129"
"2783","70732"
"2784","20882"
"2785","64471"
"2786","63088"
"2787","64133"
"2788","65065"
"2789","33470"
"2790","33138"
"2791","33176"
"2792","33890"
"2793","98241"
"2794","46990"
"2795","46701"
"2796","47989"
"2797","50225"
"2798","20783"
"2799","21521"
"2800","21810"
"2801","21653"
"2802","21904"
"2803","65725"
"2804","25071"
"2805","63044"
"2806","13736"
"2807","32505"
"2808","33713"
"2809","32044"
"2810","32086"
"2811","31401"
"2812","51601"
"2813","50148"
"2814","50229"
"2815","26056"
"2816","52330"
"2817","04765"
"2818","20850"
"2819","04238"
"2820","04292"
"2821","65043"
"2822","65757"
"2823","64052"
"2824","30345"
"2825","31005"
"2826","26366"
"2827","31028"
"2828","51338"
"2829","52342"
"2830","50072"
"2831","04415"
"2832","04265"
"2833","04776"
"2834","04029"
"2835","63452"
"2836","64489"
"2837","25201"
"2838","65788"
"2839","30116"
"2840","50051"
"2841","50548"
"2842","52035"
"2843","50835"
"2844","04263"
"2845","01104"
"2846","21756"
"2847","01752"
"2848","26426"
"2849","01748"
"2850","02333"
"2851","65023"
"2852","03740"
"2853","68454"
"2854","03055"
"2855","31768"
"2856","30340"
"2857","30021"
"2858","52208"
"2859","26405"
"2860","51105"
"2861","50149"
"2862","52077"
"2863","48506"
"2864","49727"
"2865","02124"
"2866","49814"
"2867","89448"
"2868","03826"
"2869","89166"
"2870","25211"
"2871","03238"
"2872","03269"
"2873","30093"
"2874","96746"
"2875","83642"
"2876","96734"
"2877","67072"
"2878","51357"
"2879","50007"
"2880","50528"
"2881","05481"
"2882","66608"
"2883","66873"
"2884","48415"
"2885","02478"
"2886","02188"
"2887","48126"
"2888","03890"
"2889","68628"
"2890","07901"
"2891","03448"
"2892","52638"
"2893","84319"
"2894","03262"
"2895","07501"
"2896","83283"
"2897","96731"
"2898","67752"
"2899","67632"
"2900","67351"
"2901","67466"
"2902","49203"
"2903","48464"
"2904","79511"
"2905","49680"
"2906","08533"
"2907","03268"
"2908","69122"
"2909","68640"
"2910","88022"
"2911","96753"
"2912","62226"
"2913","67013"
"2914","66616"
"2915","84760"
"2916","67483"
"2917","67206"
"2918","40502"
"2919","40209"
"2920","48872"
"2921","49284"
"2922","48637"
"2923","87044"
"2924","88002"
"2925","87513"
"2926","37845"
"2927","60481"
"2928","60048"
"2929","83813"
"2930","40508"
"2931","42214"
"2932","41094"
"2933","49752"
"2934","55113"
"2935","55077"
"2936","56209"
"2937","54830"
"2938","55123"
"2939","87049"
"2940","07016"
"2941","07826"
"2942","87072"
"2943","62897"
"2944","60083"
"2945","60107"
"2946","60077"
"2947","83209"
"2948","53581"
"2949","42274"
"2950","66415"
"2951","67626"
"2952","56041"
"2953","56737"
"2954","56511"
"2955","56022"
"2956","55301"
"2957","49032"
"2958","80733"
"2959","54521"
"2960","80007"
"2961","81233"
"2962","60440"
"2963","60609"
"2964","61240"
"2965","60449"
"2966","60922"
"2967","67352"
"2968","42051"
"2969","49815"
"2970","19735"
"2971","56291"
"2972","55019"
"2973","56255"
"2974","81125"
"2975","81242"
"2976","80648"
"2977","06333"
"2978","06331"
"2979","60468"
"2980","60195"
"2981","20053"
"2982","61764"
"2983","41831"
"2984","40847"
"2985","41260"
"2986","41360"
"2987","70090"
"2988","55366"
"2989","55414"
"2990","56540"
"2991","55049"
"2992","05034"
"2993","56547"
"2994","06365"
"2995","06457"
"2996","06037"
"2997","06778"
"2998","06416"
"2999","80520"
"3000","62640"
"3001","61739"
"3002","62613"
"3003","50426"
"3004","25161"
"3005","61311"
"3006","70070"
"3007","71105"
"3008","70403"
"3009","55968"
"3010","55738"
"3011","56297"
"3012","39216"
"3013","38772"
"3014","34711"
"3015","07205"
"3016","33511"
"3017","32438"
"3018","20418"
"3019","62666"
"3020","61545"
"3021","62556"
"3022","46048"
"3023","47521"
"3024","70442"
"3025","70772"
"3026","68436"
"3027","71233"
"3028","04290"
"3029","70760"
"3030","38761"
"3031","38826"
"3032","32806"
"3033","33853"
"3034","33330"
"3035","06231"
"3036","06782"
"3037","08553"
"3038","06109"
"3039","46340"
"3040","46140"
"3041","46835"
"3042","46225"
"3043","46051"
"3044","71472"
"3045","04912"
"3046","70049"
"3047","04984"
"3048","20009"
"3049","38858"
"3050","65250"
"3051","65803"
"3052","78245"
"3053","76882"
"3054","79121"
"3055","64653"
"3056","68635"
"3057","64840"
"3058","11357"
"3059","71032"
"3060","74033"
"3061","44627"
"3062","73159"
"3063","43905"
"3064","44515"
"3065","02911"
"3066","17853"
"3067","77703"
"3068","78539"
"3069","75439"
"3070","48874"
"3071","63623"
"3072","65534"
"3073","74881"
"3074","43773"
